Date,Humidity_High,Humidity_Avg,Humidity_Low,Region,Mean Temperature (°C),Maximum Temperature (°C),Lowest Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
12/7/2023,97,88,73,West,27,31.8,24.2,4.8,21.9
13/7/2023,95,83,67,West,28.5,33.3,24.6,5.3,21.8
14/7/2023,99,92,82,West,25.5,26.5,23.5,5.2,25.3
15/7/2023,98,88,78,West,27.4,31.8,24,5.8,23.6
16/7/2023,92,84,72,West,28.9,32.4,25.4,6.6,23.5
17/7/2023,94,89,77,West,28.1,31.6,24,6.9,28.7
18/7/2023,99,91,83,West,26.7,31.2,24.4,4.7,23.6
19/7/2023,99,94,87,West,26.6,29.1,24.2,5.2,20.5
20/7/2023,99,94,88,West,25,27,22.3,4.5,36.1
21/7/2023,94,88,76,West,28.5,32.3,25.3,8.4,24.4
22/7/2023,93,87,77,West,28.8,31.6,25.6,7.4,27.8
23/7/2023,98,86,75,West,27.9,31.6,25.3,5.4,30.1
24/7/2023,93,83,63,West,28.7,33.1,24.9,7.5,23.7
25/7/2023,92,81,65,West,29.6,33.4,25.4,7.4,24.6
26/7/2023,92,86,76,West,29.4,32.5,26.6,7.6,25.3
27/7/2023,94,87,77,West,29.3,32.4,26.8,7.7,29.2
28/7/2023,94,87,76,West,29.4,32.4,26.6,8,27
29/7/2023,92,84,73,West,29.2,31.9,26.6,9.4,28
30/7/2023,89,80,68,West,29.3,32.5,26.4,9.6,30.6
31/7/2023,87,81,71,West,28.7,32,26.4,8.9,28.3
1/8/2023,91,83,67,West,29,32.3,26.1,7.2,23
2/8/2023,94,86,74,West,29.5,32.9,26.7,8.5,24.3
3/8/2023,97,92,85,West,25.8,28.8,22.3,5.1,37.6
4/8/2023,95,87,71,West,28.4,32.8,24.5,6.9,26.4
5/8/2023,93,85,71,West,29.3,32.8,25.6,8.1,28.2
6/8/2023,90,82,65,West,28.9,32.9,24.5,6.5,23.8
7/8/2023,91,83,71,West,29.2,33,25.3,7.7,27.4
8/8/2023,91,86,75,West,28.7,32.8,27.1,7,29.2
9/8/2023,91,84,73,West,28.7,32.9,25,7.2,28.5
10/8/2023,89,83,67,West,29.3,32.9,26.6,7.4,22.4
11/8/2023,95,84,67,West,28.1,32.8,23.9,7,41.3
12/8/2023,87,82,73,West,28.7,32,25.6,6.7,24.8
13/8/2023,88,84,76,West,28.7,32.5,25.6,6.5,21.2
14/8/2023,99,88,72,West,26.6,30.8,23.6,7.1,43.1
15/8/2023,96,86,73,West,27.2,32.5,24,4.6,20.8
16/8/2023,95,86,71,West,27.1,32,25.1,5,19.5
17/8/2023,92,87,78,West,26.7,31.1,24.4,4.7,22.1
18/8/2023,99,90,83,West,25.9,27.2,24.8,4.2,25.5
19/8/2023,97,91,85,West,26,30,24.4,3.5,21.1
20/8/2023,93,86,77,West,27.9,31.5,24.5,7.1,28.3
21/8/2023,99,92,83,West,25.9,28.6,23.2,6.6,30.8
22/8/2023,93,82,62,West,28.2,32.4,24,7.7,30.5
23/8/2023,89,83,70,West,28.4,32.7,24.3,7.8,26.4
24/8/2023,90,85,72,West,28.5,33.3,25.3,6,26.9
25/8/2023,94,88,78,West,27.7,32.3,24.7,6.3,33.5
26/8/2023,93,88,79,West,27.1,32.2,24.9,5.2,25.6
27/8/2023,95,86,73,West,28.1,33.1,24,6,25.6
28/8/2023,93,88,77,West,27.9,32.3,25.1,6.5,29
29/8/2023,94,85,71,West,28,30.6,25.9,6.7,31.1
30/8/2023,94,85,77,West,28.1,32,24.7,6.4,29.1
31/8/2023,89,83,68,West,28.9,32.1,26.2,8.1,31.3
